episodes,raw_rewards,shaped_rewards,rolling_avg,ep_lengths,td_losses,mean_qs,epsilons,variant
27,-295.099860107341,-299.0198601073411,-194.48533491563944,94,66.52952130450286,-0.7807201493645071,0.7985954294892106,dqn_per
28,-89.20047851589358,-92.57047851589357,-190.85482262599302,74,70.2379682335161,-6.608920360836604,0.7922066660532969,dqn_per
29,-285.13756652981743,-290.4275665298175,-193.9975807561205,119,61.49008210790669,-2.0556801848671924,0.7858690127248705,dqn_per
30,-277.80917452327026,-282.4691745232704,-196.70118055506083,104,60.219488863778714,-6.53795737329523,0.7795820606230716,dqn_per
31,-419.95036068800704,-424.31036068800694,-203.6777174342154,104,55.229146504513736,-0.8842373284894831,0.773345404138087,dqn_per
32,-280.22346825773934,-284.2934682577392,-205.99728564098885,103,60.143544067453114,-1.8323341392455879,0.7671586409049822,dqn_per
33,-284.12406385959804,-288.21406385959807,-208.29513205918323,92,51.27301246929849,-1.3335406642381489,0.7610213717777423,dqn_per
34,15.405256964317616,10.55525696431765,-201.9036923727975,115,61.17617781968384,-7.525968907120901,0.7549332008035203,dqn_per
35,-361.0818480530798,-364.79184805307983,-206.3253078083609,85,56.41156365723928,-0.6220564851031283,0.7488937351970921,dqn_per
36,-170.1211167166312,-175.421116716631,-205.34681615723306,121,53.25775669834832,-12.598892322536939,0.7429025853155153,dqn_per
37,75.05531330949206,31.085313309491866,-197.967812750214,1000,51.06828889011625,-23.710251648471804,0.7369593646329912,dqn_per
38,-219.8162722662699,-224.45627226626982,-198.5280296608821,103,55.93908631934296,-17.482829337241935,0.7310636897159273,dqn_per
39,-497.08815571891165,-503.908155718912,-205.9920328123328,152,57.600250069663474,-4.300991620146719,0.7252151801981999,dqn_per
40,-67.69430933860491,-70.48430933860489,-202.61891760565652,66,42.805297351646296,-23.035462229598856,0.7194134587566142,dqn_per
41,-123.64806040428009,-129.97806040428003,-200.73865910086187,144,45.98723559211992,-14.16161326265992,0.7136581510865613,dqn_per
42,-262.53247246165097,-268.892472461651,-202.17572452785697,150,45.81631567302892,-7.003587016622714,0.7079488858778687,dqn_per
43,-464.00014651475084,-467.55014651475085,-208.12627957301365,83,39.599745964605944,16.445420812180828,0.7022852947908458,dqn_per
44,-120.53872909360598,-124.71872909360594,-206.17988956236013,98,44.438779029224946,-13.202053616280159,0.696667012432519,dqn_per
45,-72.94889365794697,-76.21889365794695,-203.2835635644381,75,45.97433984906435,-15.0547017730273,0.6910936763330588,dqn_per
46,-282.5598511684228,-290.91985116842307,-204.97029308792713,199,56.031336136575476,-5.917443055253462,0.6855649269223943,dqn_per
47,-224.49116109793374,-229.26116109793367,-205.37697783813562,105,55.11731904958955,-20.122481742517998,0.6800804075070151,dqn_per
48,-699.4842860119205,-705.7242860119213,-215.46080045392713,135,51.665305555922544,-9.507971561529141,0.674639764246959,dqn_per
49,-186.83852941706897,-191.87852941706888,-214.88835503318998,114,47.405425210755,-18.79256891511681,0.6692426461329833,dqn_per
50,-93.87077560049407,-101.87077560049399,-212.51546131882338,181,42.930169545735794,-10.444955965622638,0.6638887049639195,dqn_per
51,-366.2001986298214,-370.6801986298213,-215.47093703634258,98,40.02180244185525,4.427603699508894,0.6585775953242081,dqn_per
52,-76.41570836601613,-82.18570836601607,-212.84725347652508,125,56.376402777495464,-21.790365046087558,0.6533089745616144,dqn_per
53,-415.67266314349837,-421.3426631434983,-216.60327958146902,123,47.448592402448554,-1.1140424251417476,0.6480825027651215,dqn_per
54,-159.26253870346068,-164.95253870346056,-215.56072065641433,127,57.63045750737376,-1.2512752362651398,0.6428978427430005,dqn_per
55,-27.857755002631023,-34.93775500263101,-212.20888198402534,159,51.21714182573946,-14.112511833862285,0.6377546600010565,dqn_per
56,-306.8022684109769,-311.2422684109771,-213.868415079235,99,49.31551215040749,-10.16880305845795,0.632652622721048,dqn_per
57,-573.726375138446,-578.6963751384459,-220.07286266646278,109,46.191754038438596,-12.645300334420172,0.6275914017392796,dqn_per
58,-225.03002149870758,-233.71002149870753,-220.15688230768725,200,51.149347887351816,-15.484111460680584,0.6225706705253654,dqn_per
59,-21.173284612936882,-24.943284612936907,-216.84048901277475,82,37.409244202013774,-27.297284373335692,0.6175901051611625,dqn_per
60,-326.1620711625577,-331.9720711625574,-218.63264609719744,127,48.6320501391088,-15.297198863438732,0.6126493843198733,dqn_per
61,-234.68051112805625,-242.46051112805617,-218.8914826299532,191,46.36997075788956,-14.655140597030794,0.6077481892453143,dqn_per
62,-207.7321185451372,-216.54211854513738,-218.71434986670215,208,40.42800886005746,-17.96250125417886,0.6028862037313517,dqn_per
63,-59.81593735436463,-63.0159373543646,-216.2315621711969,73,54.01384674665478,-30.427333160632372,0.5980631141015009,dqn_per
64,-327.15045908607794,-330.84045908607794,-217.93800673911818,81,39.21984938743286,-19.4652234401386,0.5932786091886889,dqn_per
65,-8.966068548781863,-12.006068548781855,-214.7717652513858,68,45.84194107744089,-32.30594607740781,0.5885323803151794,dqn_per
66,-105.98078404258125,-113.06078404258112,-213.1480192631947,156,54.424039935288945,-19.00578854634772,0.5838241212726579,dqn_per
67,-41.12136725755268,-47.20136725755259,-210.61821555722938,136,44.1240038369539,-21.29325152520162,0.5791535283024767,dqn_per
68,-243.85658741610666,-246.87658741610664,-211.09993109141598,85,52.4255595338782,-25.45930993680798,0.5745203000760568,dqn_per
69,-156.67578294183897,-160.335782941839,-210.32244326070773,81,43.79707305002168,-28.311250170078242,0.5699241376754484,dqn_per
70,-399.4132911694395,-406.79329116943995,-212.98569463970398,162,45.20178157522697,-17.81487876026239,0.5653647445740447,dqn_per
71,-202.3337986161187,-209.57379861611864,-212.83775163937642,155,41.24170975796843,-15.33264124278693,0.5608418266174524,dqn_per
72,-324.64377396835096,-329.9337739683509,-214.36934098634867,116,52.38563484386754,-16.458285188715994,0.5563550920045128,dqn_per
73,-278.33022002149113,-286.1102200214911,-215.23367718952628,176,55.581865891970395,-13.20396735659451,0.5519042512684768,dqn_per
74,-455.6902214236406,-463.07022142364065,-218.43976444598113,159,59.05010476631782,-17.539256415377764,0.5474890172583289,dqn_per
75,-357.34247841103667,-361.77247841103645,-220.267431734995,94,73.41245424641157,-22.022249608117548,0.5431091051202622,dqn_per
76,-194.13080415820986,-201.46080415820956,-219.92799501321855,161,62.888184053850466,-18.95193623682681,0.5387642322793001,dqn_per
77,-284.5396496605582,-288.38964966055823,-220.7563495599793,89,63.47780924906131,-27.649167900369324,0.5344541184210657,dqn_per
78,-114.23048580776221,-119.41048580776214,-219.40792090488796,118,53.032547819744025,-24.186120457319713,0.5301784854736972,dqn_per
79,-154.79755889807393,-162.40755889807386,-218.60029137980283,169,51.2018586081757,-21.87312593603379,0.5259370575899076,dqn_per
80,-221.7197014552772,-226.9997014552771,-218.6388026153025,111,54.564117473596696,-20.52882891135558,0.5217295611291883,dqn_per
81,-141.1443116886166,-145.73431168861666,-217.69374784790386,99,60.381699447851666,-20.343800472313287,0.5175557246401549,dqn_per
82,-187.56343933460943,-191.8234393346093,-217.33073208268343,93,65.63520582159998,-16.762166660718947,0.5134152788430336,dqn_per
83,-447.15881515972256,-455.1788151597228,-220.06678069074346,176,56.523696434864675,-13.113206836475838,0.5093079566122893,dqn_per
84,-277.2540348018306,-281.18403480183053,-220.73957191557977,87,48.76735471674956,-29.361830830394673,0.505233492959391,dqn_per
85,-93.04576589954654,-101.71576589954644,-219.2547602177189,186,52.773141248397636,-20.46368986656752,0.5011916250157159,dqn_per
86,-251.31187382527338,-259.0718738252733,-219.6232327879207,172,49.24747137004678,-21.231121696395636,0.49718209201559016,dqn_per
87,-304.26398459180325,-307.5239845918034,-220.58505951296485,79,55.443565062018344,-36.539543001695876,0.49320463527946545,dqn_per
88,-321.47015035341644,-327.13015035341635,-221.71859985948677,124,54.19920498226858,-20.104157808749026,0.48925899819722973,dqn_per
89,-313.88694708492505,-318.11694708492496,-222.74269260643607,87,47.29437275836832,-27.19560668949926,0.4853449262116519,dqn_per
90,-432.2631475086084,-439.27314750860836,-225.04511518777863,163,41.84341173674785,-22.401259399307957,0.48146216680195864,dqn_per
